timestamp,temp_c,cloud_pct,wind_speed,wind_gust,hour_of_day,day_of_year,day_of_week,is_lab_hour,is_hostel_peak,solar_kw,wind_kw,demand_kw
2026-08-14 18:00:00,30.7,94,9.8,25.2,18,226,4,0,1,0.0,20.8,161.5
2026-08-14 19:00:00,29.7,99,7.9,19.8,19,226,4,0,1,0.0,11.3,146.1
2026-08-14 20:00:00,29.1,95,8.9,17.6,20,226,4,0,1,0.0,12.2,146.7
2026-08-14 21:00:00,28.5,93,8.1,17.6,21,226,4,0,1,0.0,12.7,157.4
2026-08-14 22:00:00,28.0,85,10.0,19.4,22,226,4,0,1,0.0,17.5,150.3
2026-08-14 23:00:00,28.1,97,11.3,21.2,23,226,4,0,1,0.0,16.6,146.1
2026-08-15 00:00:00,27.7,77,10.3,22.3,0,227,5,0,0,0.0,17.7,58.8
2026-08-15 01:00:00,27.4,93,10.3,20.5,1,227,5,0,0,0.0,15.4,57.6
2026-08-15 02:00:00,27.1,60,10.7,21.6,2,227,5,0,0,0.0,16.1,57.8
2026-08-15 03:00:00,26.8,42,9.8,21.6,3,227,5,0,0,0.0,16.3,56.0
2026-08-15 04:00:00,26.7,28,9.6,19.8,4,227,5,0,0,0.0,13.5,52.3
2026-08-15 05:00:00,26.8,34,10.6,20.9,5,227,5,0,0,0.0,15.2,60.5
2026-08-15 06:00:00,26.6,27,10.8,22.3,6,227,5,0,0,0.0,13.8,47.9
2026-08-15 07:00:00,27.0,47,10.5,22.3,7,227,5,0,0,0.0,11.7,52.8
2026-08-15 08:00:00,27.8,68,10.9,25.6,8,227,5,0,0,12.9,21.0,56.7
2026-08-15 09:00:00,28.8,84,11.2,27.4,9,227,5,0,0,32.3,19.9,66.0
2026-08-15 10:00:00,29.9,91,10.7,27.7,10,227,5,0,0,64.8,20.7,68.6
2026-08-15 11:00:00,30.1,100,10.5,27.0,11,227,5,0,0,88.6,16.0,80.8
2026-08-15 12:00:00,30.8,100,9.7,25.2,12,227,5,0,0,123.4,19.0,74.1
2026-08-15 13:00:00,31.4,44,9.3,24.5,13,227,5,0,0,133.8,17.9,81.2
2026-08-15 14:00:00,32.0,66,9.2,24.5,14,227,5,0,0,83.2,15.0,77.0
2026-08-15 15:00:00,32.1,30,11.5,29.2,15,227,5,0,0,76.4,22.0,80.6
2026-08-15 16:00:00,31.8,32,10.8,30.6,16,227,5,0,0,42.9,21.6,83.9
2026-08-15 17:00:00,31.6,63,9.3,25.2,17,227,5,0,0,0.0,17.7,80.1
2026-08-15 18:00:00,30.7,87,7.7,19.1,18,227,5,0,1,0.0,14.1,157.8
2026-08-15 19:00:00,29.5,72,13.1,24.8,19,227,5,0,1,0.0,16.0,154.6
2026-08-15 20:00:00,28.4,99,12.1,30.2,20,227,5,0,1,0.0,22.6,147.4
2026-08-15 21:00:00,28.1,98,10.0,24.1,21,227,5,0,1,0.0,16.7,144.7
2026-08-15 22:00:00,27.7,98,9.0,20.2,22,227,5,0,1,0.0,14.6,144.1
2026-08-15 23:00:00,27.8,77,10.6,18.0,23,227,5,0,1,0.0,14.1,132.0
2026-08-16 00:00:00,27.4,80,9.5,20.9,0,228,6,0,0,0.0,16.4,68.9
2026-08-16 01:00:00,27.0,94,7.4,18.7,1,228,6,0,0,0.0,9.1,60.2
2026-08-16 02:00:00,26.7,84,8.0,15.5,2,228,6,0,0,0.0,11.4,57.0
2026-08-16 03:00:00,26.5,95,8.7,16.9,3,228,6,0,0,0.0,11.8,53.0
2026-08-16 04:00:00,26.3,84,9.8,19.1,4,228,6,0,0,0.0,18.0,55.2
2026-08-16 05:00:00,26.6,3,12.3,20.9,5,228,6,0,0,0.0,18.8,51.4
2026-08-16 06:00:00,26.3,42,11.1,24.5,6,228,6,0,0,0.0,20.3,60.4
2026-08-16 07:00:00,26.9,72,10.4,22.7,7,228,6,0,0,0.0,17.2,73.8
2026-08-16 08:00:00,27.9,91,12.9,29.2,8,228,6,0,0,0.0,18.9,70.1
2026-08-16 09:00:00,28.9,48,13.3,32.0,9,228,6,0,0,58.3,22.1,61.5
2026-08-16 10:00:00,29.9,72,12.7,31.7,10,228,6,0,0,74.6,25.2,81.3
2026-08-16 11:00:00,30.7,79,14.0,31.0,11,228,6,0,0,107.5,29.7,69.9
2026-08-16 12:00:00,31.3,51,13.2,33.1,12,228,6,0,0,157.4,24.8,85.5
2026-08-16 13:00:00,32.0,55,13.0,32.4,13,228,6,0,0,125.6,27.9,84.1
2026-08-16 14:00:00,32.4,50,13.4,34.6,14,228,6,0,0,92.1,27.8,79.6
2026-08-16 15:00:00,32.4,52,14.0,35.3,15,228,6,0,0,57.9,28.1,91.9
2026-08-16 16:00:00,32.0,27,13.8,35.3,16,228,6,0,0,42.7,29.4,85.6
2026-08-16 17:00:00,31.7,35,16.2,36.0,17,228,6,0,0,4.2,29.6,86.2
2026-08-16 18:00:00,30.3,5,13.0,34.6,18,228,6,0,1,0.0,26.5,154.3
2026-08-16 19:00:00,29.5,5,11.6,26.3,19,228,6,0,1,0.0,22.7,155.9
2026-08-16 20:00:00,29.0,47,11.1,23.0,20,228,6,0,1,0.0,15.8,154.1
2026-08-16 21:00:00,28.7,20,12.7,25.6,21,228,6,0,1,0.0,19.7,148.1
2026-08-16 22:00:00,28.1,47,12.7,25.9,22,228,6,0,1,0.0,19.6,153.1
2026-08-16 23:00:00,27.8,72,13.2,25.9,23,228,6,0,1,0.0,18.7,145.5
2026-08-17 00:00:00,27.3,98,11.9,26.6,0,229,0,0,0,0.0,22.5,55.1
2026-08-17 01:00:00,26.9,97,10.6,23.8,1,229,0,0,0,0.0,16.9,62.7
2026-08-17 02:00:00,26.7,98,11.0,22.3,2,229,0,0,0,0.0,16.6,56.3
2026-08-17 03:00:00,26.7,63,12.1,24.5,3,229,0,0,0,0.0,23.0,57.6
2026-08-17 04:00:00,26.3,52,12.3,25.2,4,229,0,0,0,0.0,23.2,58.0
2026-08-17 05:00:00,26.4,80,12.1,25.6,5,229,0,0,0,0.0,20.7,63.2
2026-08-17 06:00:00,26.2,94,11.4,24.5,6,229,0,0,0,0.0,18.5,44.7
2026-08-17 07:00:00,26.7,86,12.9,26.6,7,229,0,0,0,0.0,22.5,70.9
2026-08-17 08:00:00,27.4,30,13.0,32.0,8,229,0,0,0,41.4,27.3,62.4
2026-08-17 09:00:00,28.4,41,13.5,32.0,9,229,0,1,0,66.8,28.5,159.7
2026-08-17 10:00:00,29.5,95,14.5,34.6,10,229,0,1,0,56.7,27.7,177.1
2026-08-17 11:00:00,30.3,98,15.8,36.0,11,229,0,1,0,87.0,32.6,174.3
2026-08-17 12:00:00,30.9,100,15.7,37.4,12,229,0,1,0,119.6,34.5,183.5
2026-08-17 13:00:00,31.1,100,14.7,37.1,13,229,0,1,0,87.7,33.0,191.2
2026-08-17 14:00:00,31.5,100,14.0,34.6,14,229,0,1,0,51.3,28.7,184.5
2026-08-17 15:00:00,31.5,100,13.7,32.0,15,229,0,1,0,17.8,29.2,179.9
2026-08-17 16:00:00,31.2,100,14.2,31.3,16,229,0,1,0,0.0,27.2,182.4
2026-08-17 17:00:00,31.1,99,13.2,31.3,17,229,0,1,0,0.0,27.1,179.9
2026-08-17 18:00:00,30.4,98,10.4,27.0,18,229,0,0,1,0.0,22.4,143.8
2026-08-17 19:00:00,29.6,97,9.7,21.2,19,229,0,0,1,0.0,15.4,148.9
2026-08-17 20:00:00,28.9,98,10.2,19.8,20,229,0,0,1,0.0,15.4,154.5
2026-08-17 21:00:00,28.3,98,11.3,23.8,21,229,0,0,1,0.0,20.2,145.7
2026-08-17 22:00:00,27.8,95,9.9,22.3,22,229,0,0,1,0.0,12.4,138.1
2026-08-17 23:00:00,28.1,87,11.6,20.2,23,229,0,0,1,0.0,14.3,146.0
2026-08-18 00:00:00,27.7,48,11.2,22.7,0,230,1,0,0,0.0,19.0,74.1
2026-08-18 01:00:00,27.4,6,12.4,24.1,1,230,1,0,0,0.0,18.2,69.0
2026-08-18 02:00:00,27.2,9,14.3,28.4,2,230,1,0,0,0.0,25.8,67.4
2026-08-18 03:00:00,26.9,13,15.6,31.7,3,230,1,0,0,0.0,30.9,62.9
2026-08-18 04:00:00,26.4,1,14.1,31.7,4,230,1,0,0,0.0,29.6,56.7
2026-08-18 05:00:00,26.2,54,14.0,28.8,5,230,1,0,0,0.0,27.7,53.6
2026-08-18 06:00:00,25.7,67,13.5,28.4,6,230,1,0,0,0.0,24.6,59.5
2026-08-18 07:00:00,26.1,95,12.5,27.7,7,230,1,0,0,0.0,27.3,53.3
2026-08-18 08:00:00,26.9,100,15.3,36.0,8,230,1,0,0,0.0,32.1,50.6
2026-08-18 09:00:00,28.0,100,14.9,34.9,9,230,1,1,0,21.8,28.3,161.0
2026-08-18 10:00:00,29.1,99,15.5,36.7,10,230,1,1,0,55.8,36.0,178.3
2026-08-18 11:00:00,29.8,96,17.3,38.2,11,230,1,1,0,89.7,34.2,177.6
2026-08-18 12:00:00,31.0,86,17.5,41.8,12,230,1,1,0,133.5,36.4,181.6
2026-08-18 13:00:00,31.7,53,16.5,41.8,13,230,1,1,0,123.0,34.0,183.7
2026-08-18 14:00:00,32.0,73,15.9,40.7,14,230,1,1,0,74.5,37.4,184.0
2026-08-18 15:00:00,32.2,47,15.7,40.3,15,230,1,1,0,62.3,31.7,180.8
2026-08-18 16:00:00,32.1,21,14.2,36.7,16,230,1,1,0,50.4,31.9,182.4
2026-08-18 17:00:00,31.5,89,14.1,32.0,17,230,1,1,0,0.0,26.7,180.5
2026-08-18 18:00:00,30.6,75,8.5,29.5,18,230,1,0,1,0.0,17.7,159.5
2026-08-18 19:00:00,29.4,96,15.9,32.4,19,230,1,0,1,0.0,34.7,159.1
2026-08-18 20:00:00,28.6,88,12.0,32.8,20,230,1,0,1,0.0,23.9,144.0
2026-08-18 21:00:00,28.2,80,11.0,23.8,21,230,1,0,1,0.0,19.2,135.8
2026-08-18 22:00:00,28.0,48,10.3,21.6,22,230,1,0,1,0.0,20.1,139.7
2026-08-18 23:00:00,28.2,69,10.6,20.2,23,230,1,0,1,0.0,18.5,151.2
2026-08-19 00:00:00,27.9,91,12.1,23.0,0,231,2,0,0,0.0,21.6,65.2
2026-08-19 01:00:00,27.7,99,14.2,28.4,1,231,2,0,0,0.0,23.1,51.6
2026-08-19 02:00:00,27.5,99,15.4,31.3,2,231,2,0,0,0.0,29.9,61.2
2026-08-19 03:00:00,27.0,95,14.9,31.7,3,231,2,0,0,0.0,28.7,67.0
2026-08-19 04:00:00,26.3,98,14.1,30.6,4,231,2,0,0,0.0,25.7,65.1
2026-08-19 05:00:00,26.2,85,11.8,28.8,5,231,2,0,0,0.0,23.2,52.6
2026-08-19 06:00:00,25.7,51,10.3,23.4,6,231,2,0,0,0.0,18.2,51.4
2026-08-19 07:00:00,26.2,60,10.7,23.0,7,231,2,0,0,0.0,19.0,58.3
2026-08-19 08:00:00,27.3,61,13.6,31.7,8,231,2,0,0,21.2,24.5,65.2
2026-08-19 09:00:00,28.3,56,13.3,32.4,9,231,2,1,0,53.3,21.9,174.8
2026-08-19 10:00:00,29.5,67,12.9,32.8,10,231,2,1,0,79.7,27.6,171.9
2026-08-19 11:00:00,30.4,85,13.0,32.4,11,231,2,1,0,95.3,26.9,178.3
2026-08-19 12:00:00,31.2,100,13.0,32.4,12,231,2,1,0,120.4,28.4,185.8
2026-08-19 13:00:00,31.9,75,13.0,33.1,13,231,2,1,0,108.6,25.7,188.0
2026-08-19 14:00:00,32.6,95,13.2,33.1,14,231,2,1,0,55.0,28.4,204.0
2026-08-19 15:00:00,32.3,84,13.7,33.5,15,231,2,1,0,34.6,27.6,183.5
2026-08-19 16:00:00,32.7,30,11.2,32.8,16,231,2,1,0,44.0,22.6,182.1
2026-08-19 17:00:00,32.5,87,13.7,29.2,17,231,2,1,0,0.0,28.5,183.1
2026-08-19 18:00:00,31.3,32,10.4,30.2,18,231,2,0,1,0.0,20.9,160.3
2026-08-19 19:00:00,30.1,15,9.1,21.2,19,231,2,0,1,0.0,15.1,158.7
2026-08-19 20:00:00,29.5,5,9.9,19.4,20,231,2,0,1,0.0,14.5,153.1
2026-08-19 21:00:00,29.0,28,11.8,22.7,21,231,2,0,1,0.0,20.1,154.2
2026-08-19 22:00:00,28.6,8,11.1,26.6,22,231,2,0,1,0.0,24.3,154.8
2026-08-19 23:00:00,28.6,95,8.8,22.0,23,231,2,0,1,0.0,15.3,150.3
2026-08-20 00:00:00,28.3,100,7.4,16.2,0,232,3,0,0,0.0,9.1,62.2
2026-08-20 01:00:00,28.3,85,8.9,17.6,1,232,3,0,0,0.0,13.9,69.6
2026-08-20 02:00:00,28.1,85,10.9,22.0,2,232,3,0,0,0.0,15.0,58.2
2026-08-20 03:00:00,27.6,73,12.9,26.6,3,232,3,0,0,0.0,22.3,68.3
2026-08-20 04:00:00,26.9,84,13.9,29.5,4,232,3,0,0,0.0,24.7,61.8
2026-08-20 05:00:00,26.5,24,13.7,29.2,5,232,3,0,0,0.0,25.0,53.7
2026-08-20 06:00:00,26.0,1,11.4,27.7,6,232,3,0,0,0.0,21.8,57.0
2026-08-20 07:00:00,26.5,1,11.1,24.5,7,232,3,0,0,34.4,20.0,58.3
2026-08-20 08:00:00,27.4,46,12.4,29.9,8,232,3,0,0,29.7,27.2,61.3
2026-08-20 09:00:00,28.7,40,11.8,30.6,9,232,3,1,0,67.5,23.2,166.1
2026-08-20 10:00:00,29.8,40,12.2,32.0,10,232,3,1,0,101.9,26.9,170.7
2026-08-20 11:00:00,30.9,32,12.5,32.0,11,232,3,1,0,140.6,25.0,171.9
2026-08-20 12:00:00,31.9,45,12.5,33.1,12,232,3,1,0,164.5,22.9,178.8
2026-08-20 13:00:00,32.2,88,12.5,33.5,13,232,3,1,0,97.2,27.2,185.9
2026-08-20 14:00:00,32.1,100,10.9,33.1,14,232,3,1,0,52.6,19.9,184.3
2026-08-20 15:00:00,31.9,100,11.1,28.8,15,232,3,1,0,19.6,24.5,188.2
2026-08-20 16:00:00,31.8,82,10.9,28.4,16,232,3,1,0,0.1,22.7,185.4
2026-08-20 17:00:00,31.9,41,8.3,26.6,17,232,3,1,0,1.3,9.6,177.3
2026-08-20 18:00:00,31.5,100,8.3,19.4,18,232,3,0,1,0.0,10.2,163.6
2026-08-20 19:00:00,30.2,99,14.0,30.6,19,232,3,0,1,0.0,26.2,159.0
2026-08-20 20:00:00,29.2,100,10.1,31.0,20,232,3,0,1,0.0,23.3,157.0
2026-08-20 21:00:00,28.8,35,10.8,22.0,21,232,3,0,1,0.0,17.6,156.4
2026-08-20 22:00:00,28.2,35,9.6,21.2,22,232,3,0,1,0.0,13.9,141.6
2026-08-20 23:00:00,28.5,38,11.1,19.1,23,232,3,0,1,0.0,16.1,157.6
2026-08-21 00:00:00,28.2,35,9.9,22.0,0,233,4,0,0,0.0,13.4,66.1
2026-08-21 01:00:00,27.9,14,8.6,19.4,1,233,4,0,0,0.0,10.9,62.3
2026-08-21 02:00:00,27.5,9,8.3,16.6,2,233,4,0,0,0.0,12.2,64.8
2026-08-21 03:00:00,27.2,25,8.7,16.6,3,233,4,0,0,0.0,9.2,67.1
2026-08-21 04:00:00,26.9,77,10.6,20.9,4,233,4,0,0,0.0,16.7,60.3
2026-08-21 05:00:00,27.2,27,11.5,22.7,5,233,4,0,0,0.0,17.3,57.2
2026-08-21 06:00:00,26.7,7,11.1,23.4,6,233,4,0,0,0.0,20.3,56.9
2026-08-21 07:00:00,27.1,3,10.6,23.8,7,233,4,0,0,30.9,19.8,65.8
2026-08-21 08:00:00,28.1,2,11.8,28.8,8,233,4,0,0,63.6,23.1,76.6
2026-08-21 09:00:00,29.5,5,10.3,29.2,9,233,4,1,0,94.1,19.0,174.5
2026-08-21 10:00:00,31.1,34,10.8,29.9,10,233,4,1,0,106.5,19.9,175.5
2026-08-21 11:00:00,31.9,52,12.0,30.2,11,233,4,1,0,127.6,24.0,184.5
2026-08-21 12:00:00,32.5,94,11.7,32.0,12,233,4,1,0,127.5,25.6,187.1
2026-08-21 13:00:00,32.1,93,11.6,32.0,13,233,4,1,0,91.2,26.8,188.7
2026-08-21 14:00:00,32.5,81,12.8,33.1,14,233,4,1,0,67.7,27.2,179.2
2026-08-21 15:00:00,32.4,100,13.3,33.1,15,233,4,1,0,17.3,28.1,189.2
2026-08-21 16:00:00,31.3,99,13.9,33.8,16,233,4,1,0,0.0,26.9,186.0
2026-08-21 17:00:00,31.5,96,13.6,33.5,17,233,4,1,0,0.0,29.2,187.8
2026-08-21 18:00:00,30.7,100,13.1,32.4,18,233,4,0,1,0.0,28.0,159.7
2026-08-21 19:00:00,29.7,2,11.7,29.9,19,233,4,0,1,1.5,24.1,153.3
2026-08-21 20:00:00,29.2,2,10.6,23.8,20,233,4,0,1,0.0,17.9,145.2
2026-08-21 21:00:00,28.7,1,10.4,21.6,21,233,4,0,1,0.0,17.0,144.8
2026-08-21 22:00:00,28.1,0,9.7,20.9,22,233,4,0,1,0.0,17.7,147.4
2026-08-21 23:00:00,28.1,0,10.5,19.4,23,233,4,0,1,4.0,14.9,141.2
2026-08-22 00:00:00,27.5,0,10.6,21.6,0,234,5,0,0,0.0,16.4,51.3
2026-08-22 01:00:00,27.1,2,10.2,20.9,1,234,5,0,0,0.0,16.2,67.4
2026-08-22 02:00:00,26.9,14,11.3,22.7,2,234,5,0,0,0.0,18.5,58.5
2026-08-22 03:00:00,26.7,44,11.7,23.4,3,234,5,0,0,0.0,19.0,65.0
2026-08-22 04:00:00,26.5,41,12.3,25.2,4,234,5,0,0,0.0,22.0,61.7
2026-08-22 05:00:00,26.6,13,13.5,28.1,5,234,5,0,0,0.0,24.3,61.9
2026-08-22 06:00:00,26.3,9,11.9,28.1,6,234,5,0,0,0.0,25.4,48.6
2026-08-22 07:00:00,26.8,10,11.2,24.8,7,234,5,0,0,27.4,16.8,64.9
2026-08-22 08:00:00,27.8,24,12.4,30.2,8,234,5,0,0,48.0,25.0,59.6
2026-08-22 09:00:00,29.1,29,14.3,35.6,9,234,5,0,0,77.6,27.1,71.2
2026-08-22 10:00:00,30.2,100,14.4,37.1,10,234,5,0,0,54.9,28.9,74.7
2026-08-22 11:00:00,31.4,79,15.5,36.7,11,234,5,0,0,102.8,32.5,90.0
2026-08-22 12:00:00,32.0,72,15.5,39.2,12,234,5,0,0,139.4,31.4,84.2
2026-08-22 13:00:00,32.7,97,15.1,39.6,13,234,5,0,0,90.6,31.7,84.9
2026-08-22 14:00:00,32.1,96,14.6,38.9,14,234,5,0,0,57.8,33.8,94.9
2026-08-22 15:00:00,32.5,90,14.7,37.4,15,234,5,0,0,25.8,32.2,89.0
2026-08-22 16:00:00,32.5,48,14.5,36.7,16,234,5,0,0,25.4,27.6,87.0
2026-08-22 17:00:00,32.1,67,14.6,35.6,17,234,5,0,0,0.0,25.0,86.9
2026-08-22 18:00:00,30.8,10,15.2,36.0,18,234,5,0,1,0.0,33.4,162.5
2026-08-22 19:00:00,29.9,12,13.8,34.6,19,234,5,0,1,0.0,27.6,151.9
2026-08-22 20:00:00,29.2,3,11.2,30.2,20,234,5,0,1,0.0,21.8,154.4
2026-08-22 21:00:00,28.6,5,11.1,23.0,21,234,5,0,1,0.0,17.8,153.1
2026-08-22 22:00:00,28.1,2,9.8,22.3,22,234,5,0,1,0.0,17.3,146.3
2026-08-22 23:00:00,28.5,52,10.2,19.4,23,234,5,0,1,0.0,12.8,146.1
2026-08-23 00:00:00,28.1,62,10.2,22.3,0,235,6,0,0,0.0,13.1,71.0
2026-08-23 01:00:00,27.6,10,9.1,20.5,1,235,6,0,0,0.0,16.3,55.9
2026-08-23 02:00:00,27.1,4,7.7,17.3,2,235,6,0,0,2.3,10.8,52.7
2026-08-23 03:00:00,26.7,50,7.5,14.8,3,235,6,0,0,0.0,6.4,62.0
2026-08-23 04:00:00,26.4,99,8.0,15.1,4,235,6,0,0,0.0,8.6,63.1
2026-08-23 05:00:00,26.8,100,8.5,18.7,5,235,6,0,0,0.0,13.4,63.6
2026-08-23 06:00:00,26.8,59,9.5,19.4,6,235,6,0,0,0.0,11.6,52.5
2026-08-23 07:00:00,27.5,12,8.4,22.0,7,235,6,0,0,24.6,15.5,68.5
2026-08-23 08:00:00,28.4,40,12.4,29.9,8,235,6,0,0,35.4,24.8,70.5
2026-08-23 09:00:00,29.2,96,13.2,33.5,9,235,6,0,0,25.4,26.1,70.3
2026-08-23 10:00:00,30.0,82,13.4,34.6,10,235,6,0,0,67.4,26.1,73.3
2026-08-23 11:00:00,30.6,62,11.8,34.6,11,235,6,0,0,116.0,23.0,87.5
2026-08-23 12:00:00,31.9,98,10.1,31.0,12,235,6,0,0,118.6,23.8,89.5
2026-08-23 13:00:00,32.0,100,10.2,28.4,13,235,6,0,0,81.6,20.7,74.5
2026-08-23 14:00:00,31.8,72,12.1,30.6,14,235,6,0,0,75.0,29.9,81.6
2026-08-23 15:00:00,31.8,52,11.8,31.7,15,235,6,0,0,57.6,23.8,80.7
2026-08-23 16:00:00,32.0,52,12.3,31.3,16,235,6,0,0,25.3,23.4,80.8
2026-08-23 17:00:00,31.8,2,12.9,32.0,17,235,6,0,0,35.1,24.5,80.2
2026-08-23 18:00:00,30.7,9,12.8,32.0,18,235,6,0,1,0.0,26.4,154.9
2026-08-23 19:00:00,29.7,5,10.7,29.9,19,235,6,0,1,0.0,23.5,158.4
2026-08-23 20:00:00,29.0,2,8.9,22.7,20,235,6,0,1,0.1,14.3,152.8
2026-08-23 21:00:00,28.5,1,7.3,17.6,21,235,6,0,1,0.0,9.7,150.8
2026-08-23 22:00:00,28.0,0,7.3,14.8,22,235,6,0,1,3.2,6.0,139.4
2026-08-23 23:00:00,28.1,7,6.8,14.0,23,235,6,0,1,0.0,6.3,142.3
2026-08-24 00:00:00,27.6,0,7.2,14.8,0,236,0,0,0,0.0,5.0,55.5
2026-08-24 01:00:00,27.1,6,7.1,14.0,1,236,0,0,0,0.0,7.5,57.2
2026-08-24 02:00:00,26.7,2,7.1,13.0,2,236,0,0,0,0.0,7.7,56.8
2026-08-24 03:00:00,26.4,2,7.2,13.0,3,236,0,0,0,0.0,5.5,58.1
2026-08-24 04:00:00,26.1,2,6.4,13.0,4,236,0,0,0,1.8,5.4,57.9
2026-08-24 05:00:00,26.4,5,5.6,11.2,5,236,0,0,0,0.0,3.7,49.6
2026-08-24 06:00:00,26.1,8,3.9,10.8,6,236,0,0,0,0.0,0.6,58.2
2026-08-24 07:00:00,27.0,20,3.9,11.9,7,236,0,0,0,19.8,2.9,53.9
2026-08-24 08:00:00,28.4,4,6.5,19.4,8,236,0,0,0,61.8,10.6,60.2
2026-08-24 09:00:00,29.9,56,5.7,22.0,9,236,0,1,0,55.8,13.3,172.1
2026-08-24 10:00:00,31.2,85,3.9,19.8,10,236,0,1,0,67.7,6.2,184.2
2026-08-24 11:00:00,31.9,68,4.1,20.2,11,236,0,1,0,107.5,3.3,188.6
2026-08-24 12:00:00,33.8,91,3.8,19.1,12,236,0,1,0,132.1,7.7,193.3
2026-08-24 13:00:00,34.3,96,5.2,20.9,13,236,0,1,0,90.8,8.0,191.1
2026-08-24 14:00:00,34.4,98,7.9,24.5,14,236,0,1,0,53.3,14.1,194.5
2026-08-24 15:00:00,34.4,100,10.0,29.2,15,236,0,1,0,23.7,17.3,199.3
2026-08-24 16:00:00,34.0,60,10.8,29.5,16,236,0,1,0,20.1,19.9,193.3
2026-08-24 17:00:00,34.3,99,8.9,29.2,17,236,0,1,0,0.0,17.7,190.5
2026-08-24 18:00:00,33.0,6,11.6,27.7,18,236,0,0,1,0.0,23.4,174.8
2026-08-24 19:00:00,31.9,5,9.6,27.7,19,236,0,0,1,0.0,18.2,166.5
2026-08-24 20:00:00,31.5,5,8.4,20.5,20,236,0,0,1,0.0,10.1,158.4
2026-08-24 21:00:00,30.7,0,10.6,21.2,21,236,0,0,1,0.8,21.6,169.7
2026-08-24 22:00:00,29.9,3,10.0,21.6,22,236,0,0,1,0.0,13.8,153.9
2026-08-24 23:00:00,29.7,5,10.6,22.0,23,236,0,0,1,0.0,18.8,156.5
2026-08-25 00:00:00,28.9,6,10.1,22.3,0,237,1,0,0,0.0,18.7,72.4
2026-08-25 01:00:00,28.4,1,9.7,20.5,1,237,1,0,0,0.0,13.5,66.7
2026-08-25 02:00:00,28.0,0,9.7,19.4,2,237,1,0,0,0.0,16.7,67.9
2026-08-25 03:00:00,27.5,30,9.3,19.4,3,237,1,0,0,0.0,10.6,65.8
2026-08-25 04:00:00,27.2,70,9.2,18.7,4,237,1,0,0,0.0,12.7,54.5
2026-08-25 05:00:00,27.5,36,9.0,17.3,5,237,1,0,0,0.0,11.6,57.5
2026-08-25 06:00:00,27.1,3,7.8,18.7,6,237,1,0,0,0.0,8.3,56.7
2026-08-25 07:00:00,27.8,2,5.9,14.8,7,237,1,0,0,35.9,7.3,67.3
2026-08-25 08:00:00,29.2,0,7.7,20.9,8,237,1,0,0,63.6,13.1,70.4
2026-08-25 09:00:00,30.6,0,9.0,25.6,9,237,1,1,0,98.7,20.3,175.8
2026-08-25 10:00:00,31.9,2,9.0,27.4,10,237,1,1,0,133.0,20.4,188.2
2026-08-25 11:00:00,33.4,25,8.3,27.4,11,237,1,1,0,146.1,16.8,194.8
2026-08-25 12:00:00,33.9,26,7.3,24.8,12,237,1,1,0,180.4,11.4,192.9
2026-08-25 13:00:00,34.5,22,7.0,25.2,13,237,1,1,0,149.9,16.9,201.9
2026-08-25 14:00:00,34.8,15,7.5,24.5,14,237,1,1,0,124.0,15.2,204.1
2026-08-25 15:00:00,34.8,22,7.2,24.1,15,237,1,1,0,80.0,14.4,201.0
2026-08-25 16:00:00,34.4,8,8.5,24.5,16,237,1,1,0,61.4,12.1,200.7
2026-08-25 17:00:00,34.8,19,10.4,25.6,17,237,1,1,0,16.1,20.1,199.0
2026-08-25 18:00:00,33.8,27,10.1,26.3,18,237,1,0,1,0.0,16.8,173.9
2026-08-25 19:00:00,32.6,40,11.8,25.6,19,237,1,0,1,0.0,20.1,163.0
2026-08-25 20:00:00,31.9,31,10.6,25.6,20,237,1,0,1,0.0,20.7,156.4
2026-08-25 21:00:00,31.4,66,11.5,21.6,21,237,1,0,1,0.0,13.4,157.9
2026-08-25 22:00:00,30.7,98,13.3,26.3,22,237,1,0,1,0.0,20.7,162.0
2026-08-25 23:00:00,30.3,100,15.6,28.8,23,237,1,0,1,0.0,27.1,154.4
2026-08-26 00:00:00,29.6,91,14.8,32.8,0,238,2,0,0,0.0,31.8,79.2
2026-08-26 01:00:00,29.2,55,13.2,29.9,1,238,2,0,0,0.0,25.8,79.5
2026-08-26 02:00:00,28.8,22,12.0,26.6,2,238,2,0,0,0.0,20.6,74.1
2026-08-26 03:00:00,28.4,23,11.1,23.8,3,238,2,0,0,0.0,14.2,62.9
2026-08-26 04:00:00,28.2,83,11.2,22.3,4,238,2,0,0,0.0,14.9,71.7
2026-08-26 05:00:00,28.0,77,9.7,22.0,5,238,2,0,0,0.0,16.4,71.3
2026-08-26 06:00:00,27.6,13,10.6,20.9,6,238,2,0,0,0.0,16.5,73.0
2026-08-26 07:00:00,27.9,18,12.7,28.8,7,238,2,0,0,18.2,23.5,67.5
2026-08-26 08:00:00,28.7,79,13.5,32.8,8,238,2,0,0,1.9,25.8,61.8
2026-08-26 09:00:00,30.1,23,13.5,34.2,9,238,2,1,0,83.3,26.8,166.5
2026-08-26 10:00:00,31.5,92,13.4,35.6,10,238,2,1,0,55.3,26.3,177.8
2026-08-26 11:00:00,33.0,94,13.7,35.3,11,238,2,1,0,88.7,28.9,191.0
2026-08-26 12:00:00,33.6,79,13.3,36.0,12,238,2,1,0,139.5,25.5,193.7
2026-08-26 13:00:00,34.0,66,14.1,37.4,13,238,2,1,0,113.2,30.1,199.1
